split,matched_group_id,family,instance_index,easy_instance_id,medium_instance_id,hard_instance_id,easy_map_file,medium_map_file,hard_map_file
train,terrain_smooth_obstacles_240,smooth_obstacles,240,terrain_smooth_obstacles_240_easy,terrain_smooth_obstacles_240_medium,terrain_smooth_obstacles_240_hard,maps/smooth_obstacles/terrain_smooth_obstacles_240_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_240_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_240_hard.json
train,terrain_smooth_obstacles_241,smooth_obstacles,241,terrain_smooth_obstacles_241_easy,terrain_smooth_obstacles_241_medium,terrain_smooth_obstacles_241_hard,maps/smooth_obstacles/terrain_smooth_obstacles_241_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_241_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_241_hard.json
train,terrain_smooth_obstacles_242,smooth_obstacles,242,terrain_smooth_obstacles_242_easy,terrain_smooth_obstacles_242_medium,terrain_smooth_obstacles_242_hard,maps/smooth_obstacles/terrain_smooth_obstacles_242_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_242_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_242_hard.json
train,terrain_smooth_obstacles_243,smooth_obstacles,243,terrain_smooth_obstacles_243_easy,terrain_smooth_obstacles_243_medium,terrain_smooth_obstacles_243_hard,maps/smooth_obstacles/terrain_smooth_obstacles_243_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_243_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_243_hard.json
train,terrain_smooth_obstacles_245,smooth_obstacles,245,terrain_smooth_obstacles_245_easy,terrain_smooth_obstacles_245_medium,terrain_smooth_obstacles_245_hard,maps/smooth_obstacles/terrain_smooth_obstacles_245_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_245_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_245_hard.json
train,terrain_smooth_obstacles_247,smooth_obstacles,247,terrain_smooth_obstacles_247_easy,terrain_smooth_obstacles_247_medium,terrain_smooth_obstacles_247_hard,maps/smooth_obstacles/terrain_smooth_obstacles_247_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_247_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_247_hard.json
train,terrain_smooth_obstacles_249,smooth_obstacles,249,terrain_smooth_obstacles_249_easy,terrain_smooth_obstacles_249_medium,terrain_smooth_obstacles_249_hard,maps/smooth_obstacles/terrain_smooth_obstacles_249_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_249_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_249_hard.json
train,terrain_smooth_obstacles_250,smooth_obstacles,250,terrain_smooth_obstacles_250_easy,terrain_smooth_obstacles_250_medium,terrain_smooth_obstacles_250_hard,maps/smooth_obstacles/terrain_smooth_obstacles_250_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_250_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_250_hard.json
train,terrain_smooth_obstacles_252,smooth_obstacles,252,terrain_smooth_obstacles_252_easy,terrain_smooth_obstacles_252_medium,terrain_smooth_obstacles_252_hard,maps/smooth_obstacles/terrain_smooth_obstacles_252_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_252_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_252_hard.json
train,terrain_smooth_obstacles_253,smooth_obstacles,253,terrain_smooth_obstacles_253_easy,terrain_smooth_obstacles_253_medium,terrain_smooth_obstacles_253_hard,maps/smooth_obstacles/terrain_smooth_obstacles_253_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_253_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_253_hard.json
train,terrain_smooth_obstacles_254,smooth_obstacles,254,terrain_smooth_obstacles_254_easy,terrain_smooth_obstacles_254_medium,terrain_smooth_obstacles_254_hard,maps/smooth_obstacles/terrain_smooth_obstacles_254_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_254_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_254_hard.json
train,terrain_smooth_obstacles_255,smooth_obstacles,255,terrain_smooth_obstacles_255_easy,terrain_smooth_obstacles_255_medium,terrain_smooth_obstacles_255_hard,maps/smooth_obstacles/terrain_smooth_obstacles_255_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_255_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_255_hard.json
train,terrain_smooth_obstacles_256,smooth_obstacles,256,terrain_smooth_obstacles_256_easy,terrain_smooth_obstacles_256_medium,terrain_smooth_obstacles_256_hard,maps/smooth_obstacles/terrain_smooth_obstacles_256_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_256_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_256_hard.json
train,terrain_smooth_obstacles_259,smooth_obstacles,259,terrain_smooth_obstacles_259_easy,terrain_smooth_obstacles_259_medium,terrain_smooth_obstacles_259_hard,maps/smooth_obstacles/terrain_smooth_obstacles_259_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_259_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_259_hard.json
train,terrain_smooth_obstacles_260,smooth_obstacles,260,terrain_smooth_obstacles_260_easy,terrain_smooth_obstacles_260_medium,terrain_smooth_obstacles_260_hard,maps/smooth_obstacles/terrain_smooth_obstacles_260_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_260_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_260_hard.json
train,terrain_smooth_obstacles_261,smooth_obstacles,261,terrain_smooth_obstacles_261_easy,terrain_smooth_obstacles_261_medium,terrain_smooth_obstacles_261_hard,maps/smooth_obstacles/terrain_smooth_obstacles_261_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_261_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_261_hard.json
train,terrain_smooth_obstacles_262,smooth_obstacles,262,terrain_smooth_obstacles_262_easy,terrain_smooth_obstacles_262_medium,terrain_smooth_obstacles_262_hard,maps/smooth_obstacles/terrain_smooth_obstacles_262_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_262_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_262_hard.json
train,terrain_smooth_obstacles_263,smooth_obstacles,263,terrain_smooth_obstacles_263_easy,terrain_smooth_obstacles_263_medium,terrain_smooth_obstacles_263_hard,maps/smooth_obstacles/terrain_smooth_obstacles_263_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_263_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_263_hard.json
train,terrain_smooth_obstacles_264,smooth_obstacles,264,terrain_smooth_obstacles_264_easy,terrain_smooth_obstacles_264_medium,terrain_smooth_obstacles_264_hard,maps/smooth_obstacles/terrain_smooth_obstacles_264_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_264_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_264_hard.json
train,terrain_smooth_obstacles_265,smooth_obstacles,265,terrain_smooth_obstacles_265_easy,terrain_smooth_obstacles_265_medium,terrain_smooth_obstacles_265_hard,maps/smooth_obstacles/terrain_smooth_obstacles_265_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_265_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_265_hard.json
train,terrain_smooth_obstacles_266,smooth_obstacles,266,terrain_smooth_obstacles_266_easy,terrain_smooth_obstacles_266_medium,terrain_smooth_obstacles_266_hard,maps/smooth_obstacles/terrain_smooth_obstacles_266_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_266_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_266_hard.json
train,terrain_smooth_obstacles_267,smooth_obstacles,267,terrain_smooth_obstacles_267_easy,terrain_smooth_obstacles_267_medium,terrain_smooth_obstacles_267_hard,maps/smooth_obstacles/terrain_smooth_obstacles_267_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_267_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_267_hard.json
train,terrain_smooth_obstacles_269,smooth_obstacles,269,terrain_smooth_obstacles_269_easy,terrain_smooth_obstacles_269_medium,terrain_smooth_obstacles_269_hard,maps/smooth_obstacles/terrain_smooth_obstacles_269_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_269_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_269_hard.json
train,terrain_smooth_obstacles_270,smooth_obstacles,270,terrain_smooth_obstacles_270_easy,terrain_smooth_obstacles_270_medium,terrain_smooth_obstacles_270_hard,maps/smooth_obstacles/terrain_smooth_obstacles_270_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_270_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_270_hard.json
train,terrain_smooth_obstacles_271,smooth_obstacles,271,terrain_smooth_obstacles_271_easy,terrain_smooth_obstacles_271_medium,terrain_smooth_obstacles_271_hard,maps/smooth_obstacles/terrain_smooth_obstacles_271_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_271_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_271_hard.json
train,terrain_smooth_obstacles_272,smooth_obstacles,272,terrain_smooth_obstacles_272_easy,terrain_smooth_obstacles_272_medium,terrain_smooth_obstacles_272_hard,maps/smooth_obstacles/terrain_smooth_obstacles_272_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_272_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_272_hard.json
train,terrain_smooth_obstacles_273,smooth_obstacles,273,terrain_smooth_obstacles_273_easy,terrain_smooth_obstacles_273_medium,terrain_smooth_obstacles_273_hard,maps/smooth_obstacles/terrain_smooth_obstacles_273_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_273_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_273_hard.json
train,terrain_smooth_obstacles_274,smooth_obstacles,274,terrain_smooth_obstacles_274_easy,terrain_smooth_obstacles_274_medium,terrain_smooth_obstacles_274_hard,maps/smooth_obstacles/terrain_smooth_obstacles_274_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_274_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_274_hard.json
train,terrain_smooth_obstacles_275,smooth_obstacles,275,terrain_smooth_obstacles_275_easy,terrain_smooth_obstacles_275_medium,terrain_smooth_obstacles_275_hard,maps/smooth_obstacles/terrain_smooth_obstacles_275_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_275_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_275_hard.json
train,terrain_smooth_obstacles_276,smooth_obstacles,276,terrain_smooth_obstacles_276_easy,terrain_smooth_obstacles_276_medium,terrain_smooth_obstacles_276_hard,maps/smooth_obstacles/terrain_smooth_obstacles_276_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_276_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_276_hard.json
train,terrain_smooth_obstacles_278,smooth_obstacles,278,terrain_smooth_obstacles_278_easy,terrain_smooth_obstacles_278_medium,terrain_smooth_obstacles_278_hard,maps/smooth_obstacles/terrain_smooth_obstacles_278_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_278_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_278_hard.json
train,terrain_smooth_obstacles_279,smooth_obstacles,279,terrain_smooth_obstacles_279_easy,terrain_smooth_obstacles_279_medium,terrain_smooth_obstacles_279_hard,maps/smooth_obstacles/terrain_smooth_obstacles_279_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_279_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_279_hard.json
train,terrain_smooth_obstacles_281,smooth_obstacles,281,terrain_smooth_obstacles_281_easy,terrain_smooth_obstacles_281_medium,terrain_smooth_obstacles_281_hard,maps/smooth_obstacles/terrain_smooth_obstacles_281_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_281_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_281_hard.json
train,terrain_smooth_obstacles_283,smooth_obstacles,283,terrain_smooth_obstacles_283_easy,terrain_smooth_obstacles_283_medium,terrain_smooth_obstacles_283_hard,maps/smooth_obstacles/terrain_smooth_obstacles_283_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_283_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_283_hard.json
train,terrain_smooth_obstacles_284,smooth_obstacles,284,terrain_smooth_obstacles_284_easy,terrain_smooth_obstacles_284_medium,terrain_smooth_obstacles_284_hard,maps/smooth_obstacles/terrain_smooth_obstacles_284_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_284_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_284_hard.json
train,terrain_smooth_obstacles_286,smooth_obstacles,286,terrain_smooth_obstacles_286_easy,terrain_smooth_obstacles_286_medium,terrain_smooth_obstacles_286_hard,maps/smooth_obstacles/terrain_smooth_obstacles_286_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_286_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_286_hard.json
train,terrain_smooth_obstacles_288,smooth_obstacles,288,terrain_smooth_obstacles_288_easy,terrain_smooth_obstacles_288_medium,terrain_smooth_obstacles_288_hard,maps/smooth_obstacles/terrain_smooth_obstacles_288_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_288_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_288_hard.json
train,terrain_smooth_obstacles_289,smooth_obstacles,289,terrain_smooth_obstacles_289_easy,terrain_smooth_obstacles_289_medium,terrain_smooth_obstacles_289_hard,maps/smooth_obstacles/terrain_smooth_obstacles_289_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_289_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_289_hard.json
train,terrain_smooth_obstacles_291,smooth_obstacles,291,terrain_smooth_obstacles_291_easy,terrain_smooth_obstacles_291_medium,terrain_smooth_obstacles_291_hard,maps/smooth_obstacles/terrain_smooth_obstacles_291_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_291_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_291_hard.json
train,terrain_smooth_obstacles_292,smooth_obstacles,292,terrain_smooth_obstacles_292_easy,terrain_smooth_obstacles_292_medium,terrain_smooth_obstacles_292_hard,maps/smooth_obstacles/terrain_smooth_obstacles_292_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_292_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_292_hard.json
train,terrain_smooth_obstacles_293,smooth_obstacles,293,terrain_smooth_obstacles_293_easy,terrain_smooth_obstacles_293_medium,terrain_smooth_obstacles_293_hard,maps/smooth_obstacles/terrain_smooth_obstacles_293_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_293_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_293_hard.json
train,terrain_smooth_obstacles_295,smooth_obstacles,295,terrain_smooth_obstacles_295_easy,terrain_smooth_obstacles_295_medium,terrain_smooth_obstacles_295_hard,maps/smooth_obstacles/terrain_smooth_obstacles_295_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_295_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_295_hard.json
train,terrain_smooth_obstacles_296,smooth_obstacles,296,terrain_smooth_obstacles_296_easy,terrain_smooth_obstacles_296_medium,terrain_smooth_obstacles_296_hard,maps/smooth_obstacles/terrain_smooth_obstacles_296_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_296_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_296_hard.json
train,terrain_smooth_obstacles_297,smooth_obstacles,297,terrain_smooth_obstacles_297_easy,terrain_smooth_obstacles_297_medium,terrain_smooth_obstacles_297_hard,maps/smooth_obstacles/terrain_smooth_obstacles_297_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_297_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_297_hard.json
train,terrain_smooth_obstacles_299,smooth_obstacles,299,terrain_smooth_obstacles_299_easy,terrain_smooth_obstacles_299_medium,terrain_smooth_obstacles_299_hard,maps/smooth_obstacles/terrain_smooth_obstacles_299_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_299_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_299_hard.json
train,terrain_smooth_obstacles_300,smooth_obstacles,300,terrain_smooth_obstacles_300_easy,terrain_smooth_obstacles_300_medium,terrain_smooth_obstacles_300_hard,maps/smooth_obstacles/terrain_smooth_obstacles_300_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_300_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_300_hard.json
train,terrain_smooth_obstacles_301,smooth_obstacles,301,terrain_smooth_obstacles_301_easy,terrain_smooth_obstacles_301_medium,terrain_smooth_obstacles_301_hard,maps/smooth_obstacles/terrain_smooth_obstacles_301_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_301_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_301_hard.json
train,terrain_smooth_obstacles_302,smooth_obstacles,302,terrain_smooth_obstacles_302_easy,terrain_smooth_obstacles_302_medium,terrain_smooth_obstacles_302_hard,maps/smooth_obstacles/terrain_smooth_obstacles_302_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_302_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_302_hard.json
train,terrain_smooth_obstacles_303,smooth_obstacles,303,terrain_smooth_obstacles_303_easy,terrain_smooth_obstacles_303_medium,terrain_smooth_obstacles_303_hard,maps/smooth_obstacles/terrain_smooth_obstacles_303_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_303_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_303_hard.json
train,terrain_smooth_obstacles_304,smooth_obstacles,304,terrain_smooth_obstacles_304_easy,terrain_smooth_obstacles_304_medium,terrain_smooth_obstacles_304_hard,maps/smooth_obstacles/terrain_smooth_obstacles_304_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_304_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_304_hard.json
train,terrain_smooth_obstacles_305,smooth_obstacles,305,terrain_smooth_obstacles_305_easy,terrain_smooth_obstacles_305_medium,terrain_smooth_obstacles_305_hard,maps/smooth_obstacles/terrain_smooth_obstacles_305_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_305_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_305_hard.json
train,terrain_smooth_obstacles_310,smooth_obstacles,310,terrain_smooth_obstacles_310_easy,terrain_smooth_obstacles_310_medium,terrain_smooth_obstacles_310_hard,maps/smooth_obstacles/terrain_smooth_obstacles_310_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_310_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_310_hard.json
train,terrain_smooth_obstacles_311,smooth_obstacles,311,terrain_smooth_obstacles_311_easy,terrain_smooth_obstacles_311_medium,terrain_smooth_obstacles_311_hard,maps/smooth_obstacles/terrain_smooth_obstacles_311_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_311_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_311_hard.json
train,terrain_smooth_obstacles_312,smooth_obstacles,312,terrain_smooth_obstacles_312_easy,terrain_smooth_obstacles_312_medium,terrain_smooth_obstacles_312_hard,maps/smooth_obstacles/terrain_smooth_obstacles_312_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_312_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_312_hard.json
train,terrain_smooth_obstacles_313,smooth_obstacles,313,terrain_smooth_obstacles_313_easy,terrain_smooth_obstacles_313_medium,terrain_smooth_obstacles_313_hard,maps/smooth_obstacles/terrain_smooth_obstacles_313_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_313_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_313_hard.json
train,terrain_smooth_obstacles_314,smooth_obstacles,314,terrain_smooth_obstacles_314_easy,terrain_smooth_obstacles_314_medium,terrain_smooth_obstacles_314_hard,maps/smooth_obstacles/terrain_smooth_obstacles_314_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_314_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_314_hard.json
train,terrain_smooth_obstacles_316,smooth_obstacles,316,terrain_smooth_obstacles_316_easy,terrain_smooth_obstacles_316_medium,terrain_smooth_obstacles_316_hard,maps/smooth_obstacles/terrain_smooth_obstacles_316_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_316_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_316_hard.json
train,terrain_smooth_obstacles_318,smooth_obstacles,318,terrain_smooth_obstacles_318_easy,terrain_smooth_obstacles_318_medium,terrain_smooth_obstacles_318_hard,maps/smooth_obstacles/terrain_smooth_obstacles_318_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_318_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_318_hard.json
train,terrain_smooth_obstacles_319,smooth_obstacles,319,terrain_smooth_obstacles_319_easy,terrain_smooth_obstacles_319_medium,terrain_smooth_obstacles_319_hard,maps/smooth_obstacles/terrain_smooth_obstacles_319_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_319_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_319_hard.json
train,terrain_smooth_obstacles_320,smooth_obstacles,320,terrain_smooth_obstacles_320_easy,terrain_smooth_obstacles_320_medium,terrain_smooth_obstacles_320_hard,maps/smooth_obstacles/terrain_smooth_obstacles_320_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_320_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_320_hard.json
train,terrain_smooth_obstacles_321,smooth_obstacles,321,terrain_smooth_obstacles_321_easy,terrain_smooth_obstacles_321_medium,terrain_smooth_obstacles_321_hard,maps/smooth_obstacles/terrain_smooth_obstacles_321_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_321_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_321_hard.json
train,terrain_smooth_obstacles_322,smooth_obstacles,322,terrain_smooth_obstacles_322_easy,terrain_smooth_obstacles_322_medium,terrain_smooth_obstacles_322_hard,maps/smooth_obstacles/terrain_smooth_obstacles_322_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_322_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_322_hard.json
train,terrain_smooth_obstacles_323,smooth_obstacles,323,terrain_smooth_obstacles_323_easy,terrain_smooth_obstacles_323_medium,terrain_smooth_obstacles_323_hard,maps/smooth_obstacles/terrain_smooth_obstacles_323_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_323_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_323_hard.json
train,terrain_smooth_obstacles_324,smooth_obstacles,324,terrain_smooth_obstacles_324_easy,terrain_smooth_obstacles_324_medium,terrain_smooth_obstacles_324_hard,maps/smooth_obstacles/terrain_smooth_obstacles_324_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_324_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_324_hard.json
train,terrain_smooth_obstacles_325,smooth_obstacles,325,terrain_smooth_obstacles_325_easy,terrain_smooth_obstacles_325_medium,terrain_smooth_obstacles_325_hard,maps/smooth_obstacles/terrain_smooth_obstacles_325_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_325_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_325_hard.json
train,terrain_smooth_obstacles_326,smooth_obstacles,326,terrain_smooth_obstacles_326_easy,terrain_smooth_obstacles_326_medium,terrain_smooth_obstacles_326_hard,maps/smooth_obstacles/terrain_smooth_obstacles_326_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_326_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_326_hard.json
train,terrain_smooth_obstacles_327,smooth_obstacles,327,terrain_smooth_obstacles_327_easy,terrain_smooth_obstacles_327_medium,terrain_smooth_obstacles_327_hard,maps/smooth_obstacles/terrain_smooth_obstacles_327_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_327_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_327_hard.json
train,terrain_smooth_obstacles_328,smooth_obstacles,328,terrain_smooth_obstacles_328_easy,terrain_smooth_obstacles_328_medium,terrain_smooth_obstacles_328_hard,maps/smooth_obstacles/terrain_smooth_obstacles_328_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_328_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_328_hard.json
train,terrain_smooth_obstacles_329,smooth_obstacles,329,terrain_smooth_obstacles_329_easy,terrain_smooth_obstacles_329_medium,terrain_smooth_obstacles_329_hard,maps/smooth_obstacles/terrain_smooth_obstacles_329_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_329_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_329_hard.json
train,terrain_smooth_obstacles_330,smooth_obstacles,330,terrain_smooth_obstacles_330_easy,terrain_smooth_obstacles_330_medium,terrain_smooth_obstacles_330_hard,maps/smooth_obstacles/terrain_smooth_obstacles_330_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_330_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_330_hard.json
train,terrain_smooth_obstacles_331,smooth_obstacles,331,terrain_smooth_obstacles_331_easy,terrain_smooth_obstacles_331_medium,terrain_smooth_obstacles_331_hard,maps/smooth_obstacles/terrain_smooth_obstacles_331_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_331_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_331_hard.json
train,terrain_smooth_obstacles_332,smooth_obstacles,332,terrain_smooth_obstacles_332_easy,terrain_smooth_obstacles_332_medium,terrain_smooth_obstacles_332_hard,maps/smooth_obstacles/terrain_smooth_obstacles_332_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_332_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_332_hard.json
train,terrain_smooth_obstacles_333,smooth_obstacles,333,terrain_smooth_obstacles_333_easy,terrain_smooth_obstacles_333_medium,terrain_smooth_obstacles_333_hard,maps/smooth_obstacles/terrain_smooth_obstacles_333_easy.json,maps/smooth_obstacles/terrain_smooth_obstacles_333_medium.json,maps/smooth_obstacles/terrain_smooth_obstacles_333_hard.json
train,terrain_rolling_001,rolling,1,terrain_rolling_001_easy,terrain_rolling_001_medium,terrain_rolling_001_hard,maps/rolling/terrain_rolling_001_easy.json,maps/rolling/terrain_rolling_001_medium.json,maps/rolling/terrain_rolling_001_hard.json
train,terrain_rolling_002,rolling,2,terrain_rolling_002_easy,terrain_rolling_002_medium,terrain_rolling_002_hard,maps/rolling/terrain_rolling_002_easy.json,maps/rolling/terrain_rolling_002_medium.json,maps/rolling/terrain_rolling_002_hard.json
train,terrain_rolling_003,rolling,3,terrain_rolling_003_easy,terrain_rolling_003_medium,terrain_rolling_003_hard,maps/rolling/terrain_rolling_003_easy.json,maps/rolling/terrain_rolling_003_medium.json,maps/rolling/terrain_rolling_003_hard.json
train,terrain_rolling_005,rolling,5,terrain_rolling_005_easy,terrain_rolling_005_medium,terrain_rolling_005_hard,maps/rolling/terrain_rolling_005_easy.json,maps/rolling/terrain_rolling_005_medium.json,maps/rolling/terrain_rolling_005_hard.json
train,terrain_rolling_006,rolling,6,terrain_rolling_006_easy,terrain_rolling_006_medium,terrain_rolling_006_hard,maps/rolling/terrain_rolling_006_easy.json,maps/rolling/terrain_rolling_006_medium.json,maps/rolling/terrain_rolling_006_hard.json
train,terrain_rolling_007,rolling,7,terrain_rolling_007_easy,terrain_rolling_007_medium,terrain_rolling_007_hard,maps/rolling/terrain_rolling_007_easy.json,maps/rolling/terrain_rolling_007_medium.json,maps/rolling/terrain_rolling_007_hard.json
train,terrain_rolling_009,rolling,9,terrain_rolling_009_easy,terrain_rolling_009_medium,terrain_rolling_009_hard,maps/rolling/terrain_rolling_009_easy.json,maps/rolling/terrain_rolling_009_medium.json,maps/rolling/terrain_rolling_009_hard.json
