instance_id,matched_group_id,instance_index,family,difficulty,base_seed,realized_seed,relief_severity,detail_strength_m,size,cell_size,task_count,canonical_task_id,max_elevation,mean_point_slope_degrees,mean_footprint_slope_degrees,mean_roughness,blocked_by_slope_fraction,blocked_by_roughness_fraction,blocked_by_step_fraction,navigable_fraction,collision_boundary_density,connected_components,largest_component_fraction,largest_component_share,map_file,terrain_image_file,traversability_image_file
terrain_smooth_obstacles_284_easy,terrain_smooth_obstacles_284,284,smooth_obstacles,easy,2839281,2839281,0.583289,0.0014,128,0.25,10,terrain_smooth_obstacles_284_easy_sg10,4.4257,8.7337,8.7308,0.0026,0.093079,0.0,0.0,0.845398,0.024545,2,0.817932,0.967511,maps/smooth_obstacles/terrain_smooth_obstacles_284_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_284_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_284_easy_analysis.png
terrain_smooth_obstacles_284_medium,terrain_smooth_obstacles_284,284,smooth_obstacles,medium,2839281,2839281,1.403529,0.011866,128,0.25,10,terrain_smooth_obstacles_284_medium_sg10,10.6492,17.65,17.6437,0.0064,0.287659,0.0,0.0,0.650818,0.031435,3,0.645996,0.992591,maps/smooth_obstacles/terrain_smooth_obstacles_284_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_284_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_284_medium_analysis.png
terrain_smooth_obstacles_284_hard,terrain_smooth_obstacles_284,284,smooth_obstacles,hard,2839281,2839281,3.198889,0.045,128,0.25,10,terrain_smooth_obstacles_284_hard_sg10,24.2714,28.4934,28.48,0.0146,0.416931,0.000244,0.235168,0.521484,0.031804,5,0.519958,0.997074,maps/smooth_obstacles/terrain_smooth_obstacles_284_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_284_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_284_hard_analysis.png
terrain_smooth_obstacles_285_easy,terrain_smooth_obstacles_285,285,smooth_obstacles,easy,2849288,2849288,0.583289,0.0014,128,0.25,10,terrain_smooth_obstacles_285_easy_sg10,4.6744,9.403,9.3992,0.0026,0.104553,0.0,0.0,0.833923,0.026821,1,0.833923,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_285_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_285_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_285_easy_analysis.png
terrain_smooth_obstacles_285_medium,terrain_smooth_obstacles_285,285,smooth_obstacles,medium,2849288,2849288,1.273091,0.009503,128,0.25,10,terrain_smooth_obstacles_285_medium_sg10,10.2025,17.6941,17.6864,0.0057,0.286194,0.0,0.0,0.652283,0.029897,3,0.645996,0.990362,maps/smooth_obstacles/terrain_smooth_obstacles_285_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_285_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_285_medium_analysis.png
terrain_smooth_obstacles_285_hard,terrain_smooth_obstacles_285,285,smooth_obstacles,hard,2849288,2849288,2.747314,0.04055,128,0.25,10,terrain_smooth_obstacles_285_hard_sg10,22.0172,28.3007,28.2856,0.0124,0.415894,0.000244,0.214111,0.522583,0.030266,5,0.518372,0.991941,maps/smooth_obstacles/terrain_smooth_obstacles_285_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_285_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_285_hard_analysis.png
terrain_smooth_obstacles_286_easy,terrain_smooth_obstacles_286,286,smooth_obstacles,easy,2859295,2859295,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_286_easy_sg10,4.5046,9.5947,9.5906,0.0028,0.092041,0.0,0.0,0.846436,0.024237,1,0.846436,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_286_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_286_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_286_easy_analysis.png
terrain_smooth_obstacles_286_medium,terrain_smooth_obstacles_286,286,smooth_obstacles,medium,2859295,2859295,1.403529,0.011866,128,0.25,10,terrain_smooth_obstacles_286_medium_sg10,9.2403,17.2703,17.262,0.0058,0.291687,0.0,0.0,0.64679,0.033034,3,0.637451,0.985562,maps/smooth_obstacles/terrain_smooth_obstacles_286_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_286_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_286_medium_analysis.png
terrain_smooth_obstacles_286_hard,terrain_smooth_obstacles_286,286,smooth_obstacles,hard,2859295,2859295,2.747314,0.04055,128,0.25,10,terrain_smooth_obstacles_286_hard_sg10,18.1022,26.5241,26.5083,0.0115,0.420654,0.0,0.137146,0.517822,0.032603,5,0.507141,0.979373,maps/smooth_obstacles/terrain_smooth_obstacles_286_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_286_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_286_hard_analysis.png
terrain_smooth_obstacles_287_easy,terrain_smooth_obstacles_287,287,smooth_obstacles,easy,2869302,2869302,0.583289,0.0014,128,0.25,10,terrain_smooth_obstacles_287_easy_sg10,4.5896,9.0915,9.088,0.0025,0.094482,0.0,0.0,0.843994,0.025221,2,0.811401,0.961383,maps/smooth_obstacles/terrain_smooth_obstacles_287_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_287_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_287_easy_analysis.png
terrain_smooth_obstacles_287_medium,terrain_smooth_obstacles_287,287,smooth_obstacles,medium,2869302,2869302,1.273091,0.009503,128,0.25,10,terrain_smooth_obstacles_287_medium_sg10,10.032,17.1717,17.1641,0.0054,0.291077,0.0,0.0,0.6474,0.030512,4,0.636841,0.98369,maps/smooth_obstacles/terrain_smooth_obstacles_287_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_287_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_287_medium_analysis.png
terrain_smooth_obstacles_287_hard,terrain_smooth_obstacles_287,287,smooth_obstacles,hard,2869302,2869302,2.747314,0.04055,128,0.25,10,terrain_smooth_obstacles_287_hard_sg10,21.6945,27.4561,27.4397,0.0118,0.415588,0.0,0.195007,0.522888,0.030881,4,0.520752,0.995915,maps/smooth_obstacles/terrain_smooth_obstacles_287_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_287_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_287_hard_analysis.png
terrain_smooth_obstacles_288_easy,terrain_smooth_obstacles_288,288,smooth_obstacles,easy,2879309,2879309,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_288_easy_sg10,4.9459,10.8376,10.8301,0.003,0.104431,0.0,0.0,0.834045,0.025468,1,0.834045,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_288_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_288_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_288_easy_analysis.png
terrain_smooth_obstacles_288_medium,terrain_smooth_obstacles_288,288,smooth_obstacles,medium,2879309,2879309,1.212491,0.008445,128,0.25,10,terrain_smooth_obstacles_288_medium_sg10,8.7664,17.4978,17.4846,0.0053,0.288574,0.0,0.0,0.649902,0.032234,3,0.640747,0.985913,maps/smooth_obstacles/terrain_smooth_obstacles_288_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_288_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_288_medium_analysis.png
terrain_smooth_obstacles_288_hard,terrain_smooth_obstacles_288,288,smooth_obstacles,hard,2879309,2879309,2.131852,0.026621,128,0.25,10,terrain_smooth_obstacles_288_hard_sg10,15.4367,25.9092,25.8862,0.0093,0.418762,0.0,0.051208,0.519714,0.033957,4,0.516174,0.993188,maps/smooth_obstacles/terrain_smooth_obstacles_288_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_288_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_288_hard_analysis.png
terrain_smooth_obstacles_289_easy,terrain_smooth_obstacles_289,289,smooth_obstacles,easy,2889316,2889316,0.649087,0.001558,128,0.25,10,terrain_smooth_obstacles_289_easy_sg10,4.8405,8.99,8.9848,0.003,0.100159,0.0,0.0,0.838318,0.023684,1,0.838318,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_289_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_289_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_289_easy_analysis.png
terrain_smooth_obstacles_289_medium,terrain_smooth_obstacles_289,289,smooth_obstacles,medium,2889316,2889316,1.54733,0.014588,128,0.25,10,terrain_smooth_obstacles_289_medium_sg10,11.5391,17.7709,17.7593,0.0071,0.285278,0.0,0.002136,0.653198,0.031065,4,0.649475,0.9943,maps/smooth_obstacles/terrain_smooth_obstacles_289_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_289_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_289_medium_analysis.png
terrain_smooth_obstacles_289_hard,terrain_smooth_obstacles_289,289,smooth_obstacles,hard,2889316,2889316,3.54046,0.045,128,0.25,10,terrain_smooth_obstacles_289_hard_sg10,26.4027,28.6048,28.5808,0.0163,0.420471,0.000793,0.219177,0.517883,0.031681,3,0.517395,0.999057,maps/smooth_obstacles/terrain_smooth_obstacles_289_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_289_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_289_hard_analysis.png
terrain_smooth_obstacles_290_easy,terrain_smooth_obstacles_290,290,smooth_obstacles,easy,2899323,2899323,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_290_easy_sg10,4.5391,9.5744,9.5708,0.0027,0.087097,0.0,0.0,0.851379,0.026083,1,0.851379,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_290_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_290_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_290_easy_analysis.png
terrain_smooth_obstacles_290_medium,terrain_smooth_obstacles_290,290,smooth_obstacles,medium,2899323,2899323,1.33672,0.010642,128,0.25,10,terrain_smooth_obstacles_290_medium_sg10,8.8613,16.6695,16.6629,0.0054,0.289185,0.0,0.0,0.649292,0.030635,4,0.636414,0.980165,maps/smooth_obstacles/terrain_smooth_obstacles_290_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_290_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_290_medium_analysis.png
terrain_smooth_obstacles_290_hard,terrain_smooth_obstacles_290,290,smooth_obstacles,hard,2899323,2899323,2.890271,0.043932,128,0.25,10,terrain_smooth_obstacles_290_hard_sg10,19.1599,27.2414,27.227,0.0117,0.417175,0.000732,0.185974,0.521118,0.030942,3,0.51825,0.994495,maps/smooth_obstacles/terrain_smooth_obstacles_290_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_290_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_290_hard_analysis.png
terrain_smooth_obstacles_291_easy,terrain_smooth_obstacles_291,291,smooth_obstacles,easy,2909330,2909330,0.552935,0.001327,128,0.25,10,terrain_smooth_obstacles_291_easy_sg10,4.738,9.2776,9.2757,0.0025,0.098694,0.0,0.0,0.839783,0.02436,1,0.839783,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_291_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_291_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_291_easy_analysis.png
terrain_smooth_obstacles_291_medium,terrain_smooth_obstacles_291,291,smooth_obstacles,medium,2909330,2909330,1.273091,0.009503,128,0.25,10,terrain_smooth_obstacles_291_medium_sg10,10.9089,18.1111,18.1071,0.0058,0.290405,0.0,0.0,0.648071,0.031004,3,0.63739,0.983519,maps/smooth_obstacles/terrain_smooth_obstacles_291_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_291_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_291_medium_analysis.png
terrain_smooth_obstacles_291_hard,terrain_smooth_obstacles_291,291,smooth_obstacles,hard,2909330,2909330,2.482263,0.034418,128,0.25,10,terrain_smooth_obstacles_291_hard_sg10,21.2699,27.2518,27.2442,0.0113,0.417419,0.0,0.183716,0.521057,0.032357,4,0.517395,0.992972,maps/smooth_obstacles/terrain_smooth_obstacles_291_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_291_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_291_hard_analysis.png
terrain_smooth_obstacles_292_easy,terrain_smooth_obstacles_292,292,smooth_obstacles,easy,2919337,2919337,0.649087,0.001558,128,0.25,10,terrain_smooth_obstacles_292_easy_sg10,4.438,8.8807,8.8796,0.0027,0.106201,0.0,0.0,0.832275,0.028113,1,0.832275,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_292_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_292_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_292_easy_analysis.png
terrain_smooth_obstacles_292_medium,terrain_smooth_obstacles_292,292,smooth_obstacles,medium,2919337,2919337,1.54733,0.014588,128,0.25,10,terrain_smooth_obstacles_292_medium_sg10,10.5796,17.5579,17.5555,0.0065,0.28949,0.0,0.002441,0.648987,0.028605,4,0.64032,0.986645,maps/smooth_obstacles/terrain_smooth_obstacles_292_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_292_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_292_medium_analysis.png
terrain_smooth_obstacles_292_hard,terrain_smooth_obstacles_292,292,smooth_obstacles,hard,2919337,2919337,4.562585,0.045,128,0.25,10,terrain_smooth_obstacles_292_hard_sg10,31.196,31.231,31.224,0.0191,0.421082,0.012573,0.295166,0.517334,0.027498,3,0.516663,0.998702,maps/smooth_obstacles/terrain_smooth_obstacles_292_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_292_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_292_hard_analysis.png
terrain_smooth_obstacles_293_easy,terrain_smooth_obstacles_293,293,smooth_obstacles,easy,2929344,2929344,0.649087,0.001558,128,0.25,10,terrain_smooth_obstacles_293_easy_sg10,4.9044,9.6688,9.6626,0.0026,0.100708,0.0,0.0,0.837769,0.024914,1,0.837769,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_293_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_293_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_293_easy_analysis.png
terrain_smooth_obstacles_293_medium,terrain_smooth_obstacles_293,293,smooth_obstacles,medium,2929344,2929344,1.33672,0.010642,128,0.25,10,terrain_smooth_obstacles_293_medium_sg10,10.1,17.3968,17.384,0.0053,0.289673,0.0,0.0,0.648804,0.029958,3,0.635803,0.979962,maps/smooth_obstacles/terrain_smooth_obstacles_293_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_293_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_293_medium_analysis.png
terrain_smooth_obstacles_293_hard,terrain_smooth_obstacles_293,293,smooth_obstacles,hard,2929344,2929344,2.747314,0.04055,128,0.25,10,terrain_smooth_obstacles_293_hard_sg10,20.7585,27.307,27.281,0.011,0.415405,0.0,0.181396,0.523071,0.02922,4,0.519592,0.993349,maps/smooth_obstacles/terrain_smooth_obstacles_293_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_293_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_293_hard_analysis.png
terrain_smooth_obstacles_294_easy,terrain_smooth_obstacles_294,294,smooth_obstacles,easy,2939351,2939351,0.803788,0.002313,128,0.25,10,terrain_smooth_obstacles_294_easy_sg10,4.2127,9.8568,9.8524,0.003,0.105591,0.0,0.0,0.832886,0.028789,1,0.832886,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_294_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_294_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_294_easy_analysis.png
terrain_smooth_obstacles_294_medium,terrain_smooth_obstacles_294,294,smooth_obstacles,medium,2939351,2939351,1.54733,0.014588,128,0.25,10,terrain_smooth_obstacles_294_medium_sg10,8.1155,16.9075,16.899,0.0058,0.28949,0.0,0.0,0.648987,0.032849,4,0.631409,0.972915,maps/smooth_obstacles/terrain_smooth_obstacles_294_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_294_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_294_medium_analysis.png
terrain_smooth_obstacles_294_hard,terrain_smooth_obstacles_294,294,smooth_obstacles,hard,2939351,2939351,3.198889,0.045,128,0.25,10,terrain_smooth_obstacles_294_hard_sg10,16.786,26.9337,26.9162,0.0121,0.414917,0.000427,0.173401,0.523499,0.032911,5,0.518799,0.991023,maps/smooth_obstacles/terrain_smooth_obstacles_294_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_294_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_294_hard_analysis.png
terrain_smooth_obstacles_295_easy,terrain_smooth_obstacles_295,295,smooth_obstacles,easy,2949358,2949358,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_295_easy_sg10,4.4741,9.4168,9.4123,0.0028,0.091309,0.0,0.0,0.847168,0.026759,1,0.847168,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_295_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_295_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_295_easy_analysis.png
terrain_smooth_obstacles_295_medium,terrain_smooth_obstacles_295,295,smooth_obstacles,medium,2949358,2949358,1.403529,0.011866,128,0.25,10,terrain_smooth_obstacles_295_medium_sg10,9.1728,16.9236,16.9149,0.0058,0.291992,0.0,0.0,0.646484,0.030143,4,0.631775,0.977247,maps/smooth_obstacles/terrain_smooth_obstacles_295_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_295_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_295_medium_analysis.png
terrain_smooth_obstacles_295_hard,terrain_smooth_obstacles_295,295,smooth_obstacles,hard,2949358,2949358,3.198889,0.045,128,0.25,10,terrain_smooth_obstacles_295_hard_sg10,20.9108,27.9933,27.9749,0.0132,0.417664,0.002319,0.225342,0.52002,0.028912,3,0.517639,0.995423,maps/smooth_obstacles/terrain_smooth_obstacles_295_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_295_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_295_hard_analysis.png
terrain_smooth_obstacles_296_easy,terrain_smooth_obstacles_296,296,smooth_obstacles,easy,2959365,2959365,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_296_easy_sg10,4.642,9.9385,9.9338,0.0029,0.104431,0.0,0.0,0.834045,0.025221,1,0.834045,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_296_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_296_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_296_easy_analysis.png
terrain_smooth_obstacles_296_medium,terrain_smooth_obstacles_296,296,smooth_obstacles,medium,2959365,2959365,1.33672,0.010642,128,0.25,10,terrain_smooth_obstacles_296_medium_sg10,9.0624,17.1414,17.1327,0.0056,0.290588,0.0,0.0,0.647888,0.030143,2,0.639282,0.986717,maps/smooth_obstacles/terrain_smooth_obstacles_296_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_296_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_296_medium_analysis.png
terrain_smooth_obstacles_296_hard,terrain_smooth_obstacles_296,296,smooth_obstacles,hard,2959365,2959365,2.747314,0.04055,128,0.25,10,terrain_smooth_obstacles_296_hard_sg10,18.6262,27.0719,27.0545,0.0117,0.417786,0.000427,0.158447,0.520691,0.029281,4,0.517944,0.994725,maps/smooth_obstacles/terrain_smooth_obstacles_296_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_296_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_296_hard_analysis.png
terrain_smooth_obstacles_297_easy,terrain_smooth_obstacles_297,297,smooth_obstacles,easy,2969372,2969372,0.615309,0.001477,128,0.25,10,terrain_smooth_obstacles_297_easy_sg10,4.6819,8.8718,8.8668,0.0025,0.093079,0.0,0.0,0.845398,0.023807,1,0.845398,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_297_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_297_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_297_easy_analysis.png
terrain_smooth_obstacles_297_medium,terrain_smooth_obstacles_297,297,smooth_obstacles,medium,2969372,2969372,1.54733,0.014588,128,0.25,10,terrain_smooth_obstacles_297_medium_sg10,11.7737,18.4295,18.4172,0.0064,0.292175,0.0,0.019775,0.646301,0.031865,2,0.64447,0.997167,maps/smooth_obstacles/terrain_smooth_obstacles_297_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_297_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_297_medium_analysis.png
terrain_smooth_obstacles_297_hard,terrain_smooth_obstacles_297,297,smooth_obstacles,hard,2969372,2969372,3.040667,0.045,128,0.25,10,terrain_smooth_obstacles_297_hard_sg10,23.1463,27.5599,27.5366,0.0126,0.415405,0.0,0.185608,0.523071,0.03125,6,0.519531,0.993232,maps/smooth_obstacles/terrain_smooth_obstacles_297_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_297_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_297_hard_analysis.png
terrain_smooth_obstacles_298_easy,terrain_smooth_obstacles_298,298,smooth_obstacles,easy,2979379,2979379,0.722307,0.001734,128,0.25,10,terrain_smooth_obstacles_298_easy_sg10,4.549,9.019,9.0159,0.0029,0.102173,0.0,0.0,0.836304,0.024606,1,0.836304,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_298_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_298_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_298_easy_analysis.png
terrain_smooth_obstacles_298_medium,terrain_smooth_obstacles_298,298,smooth_obstacles,medium,2979379,2979379,1.705866,0.01771,128,0.25,10,terrain_smooth_obstacles_298_medium_sg10,10.7433,17.6996,17.6927,0.0069,0.290955,0.0,0.0,0.647522,0.032234,4,0.64209,0.991611,maps/smooth_obstacles/terrain_smooth_obstacles_298_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_298_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_298_medium_analysis.png
terrain_smooth_obstacles_298_hard,terrain_smooth_obstacles_298,298,smooth_obstacles,hard,2979379,2979379,4.122403,0.045,128,0.25,10,terrain_smooth_obstacles_298_hard_sg10,25.9623,29.0205,29.0063,0.0168,0.415466,0.001892,0.256836,0.522461,0.030942,4,0.520142,0.995561,maps/smooth_obstacles/terrain_smooth_obstacles_298_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_298_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_298_hard_analysis.png
terrain_smooth_obstacles_299_easy,terrain_smooth_obstacles_299,299,smooth_obstacles,easy,2989386,2989386,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_299_easy_sg10,4.4814,8.6769,8.6729,0.003,0.094604,0.0,0.0,0.843872,0.024114,1,0.843872,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_299_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_299_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_299_easy_analysis.png
terrain_smooth_obstacles_299_medium,terrain_smooth_obstacles_299,299,smooth_obstacles,medium,2989386,2989386,1.705866,0.01771,128,0.25,10,terrain_smooth_obstacles_299_medium_sg10,11.1695,17.6441,17.6349,0.0075,0.291016,0.0,0.0,0.647461,0.030143,4,0.642212,0.991893,maps/smooth_obstacles/terrain_smooth_obstacles_299_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_299_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_299_medium_analysis.png
terrain_smooth_obstacles_299_hard,terrain_smooth_obstacles_299,299,smooth_obstacles,hard,2989386,2989386,4.562585,0.045,128,0.25,10,terrain_smooth_obstacles_299_hard_sg10,29.8734,29.8134,29.792,0.0201,0.416626,0.011353,0.287659,0.52124,0.029774,2,0.521118,0.999766,maps/smooth_obstacles/terrain_smooth_obstacles_299_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_299_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_299_hard_analysis.png
terrain_smooth_obstacles_300_easy,terrain_smooth_obstacles_300,300,smooth_obstacles,easy,2999393,2999393,0.615309,0.001477,128,0.25,10,terrain_smooth_obstacles_300_easy_sg10,4.8337,10.0803,10.0761,0.0025,0.102966,0.0,0.0,0.83551,0.027621,1,0.83551,1.0,maps/smooth_obstacles/terrain_smooth_obstacles_300_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_300_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_300_easy_analysis.png
terrain_smooth_obstacles_300_medium,terrain_smooth_obstacles_300,300,smooth_obstacles,medium,2999393,2999393,1.154776,0.007463,128,0.25,10,terrain_smooth_obstacles_300_medium_sg10,9.0715,16.9473,16.9397,0.0047,0.28949,0.0,0.0,0.648987,0.027498,4,0.639587,0.985517,maps/smooth_obstacles/terrain_smooth_obstacles_300_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_300_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_300_medium_analysis.png
terrain_smooth_obstacles_300_hard,terrain_smooth_obstacles_300,300,smooth_obstacles,hard,2999393,2999393,2.359487,0.031644,128,0.25,10,terrain_smooth_obstacles_300_hard_sg10,18.5366,26.9058,26.8902,0.0098,0.414978,0.0,0.139893,0.523499,0.027313,2,0.522034,0.997202,maps/smooth_obstacles/terrain_smooth_obstacles_300_hard.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_300_hard.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_300_hard_analysis.png
terrain_smooth_obstacles_301_easy,terrain_smooth_obstacles_301,301,smooth_obstacles,easy,3009400,3009400,0.684719,0.001643,128,0.25,10,terrain_smooth_obstacles_301_easy_sg10,4.724,9.6148,9.6121,0.0027,0.103516,0.0,0.0,0.834961,0.026206,2,0.827454,0.991009,maps/smooth_obstacles/terrain_smooth_obstacles_301_easy.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_301_easy.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_301_easy_analysis.png
terrain_smooth_obstacles_301_medium,terrain_smooth_obstacles_301,301,smooth_obstacles,medium,3009400,3009400,1.403529,0.011866,128,0.25,10,terrain_smooth_obstacles_301_medium_sg10,9.6863,17.2183,17.2133,0.0056,0.288391,0.0,0.0,0.650085,0.029589,4,0.643921,0.990517,maps/smooth_obstacles/terrain_smooth_obstacles_301_medium.json,images/terrain/smooth_obstacles/terrain_smooth_obstacles_301_medium.png,images/analysis/smooth_obstacles/terrain_smooth_obstacles_301_medium_analysis.png
