matched_group_id,family,instance_index,matched_task_id,task_index,start_x,start_y,goal_x,goal_y,distance_class,reference_weighted_distance,reference_distance_difficulty,canonical_visualization
terrain_smooth_obstacles_097,smooth_obstacles,97,terrain_smooth_obstacles_097_sg09,9,67,35,109,110,long,36.8709,hard,False
terrain_smooth_obstacles_097,smooth_obstacles,97,terrain_smooth_obstacles_097_sg10,10,64,27,82,117,long,39.9781,hard,True
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg01,1,6,106,8,56,short,12.8325,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg02,2,21,84,65,120,short,15.4336,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg03,3,18,21,21,84,short,18.3083,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg04,4,82,34,114,114,medium,24.8716,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg05,5,27,98,114,97,medium,26.9283,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg06,6,107,121,116,10,medium,28.9739,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg07,7,6,106,121,112,medium,31.1802,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg08,8,39,15,114,114,long,37.5217,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg09,9,21,84,102,15,long,40.0769,hard,False
terrain_smooth_obstacles_098,smooth_obstacles,98,terrain_smooth_obstacles_098_sg10,10,11,38,119,110,long,42.6478,hard,True
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg01,1,68,13,110,11,short,10.8044,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg02,2,58,9,105,18,short,13.0649,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg03,3,40,31,89,40,short,15.3491,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg04,4,77,19,121,75,medium,21.8349,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg05,5,77,28,89,96,medium,24.2631,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg06,6,40,35,115,70,medium,26.6253,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg07,7,77,30,110,121,medium,29.3227,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg08,8,14,10,108,77,long,36.4816,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg09,9,35,36,111,120,long,40.2251,hard,False
terrain_smooth_obstacles_099,smooth_obstacles,99,terrain_smooth_obstacles_099_sg10,10,9,22,90,107,long,44.7945,hard,True
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg01,1,10,108,16,66,short,11.1879,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg02,2,8,106,56,120,short,13.4877,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg03,3,21,104,24,42,short,15.9117,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg04,4,22,35,34,117,medium,21.8622,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg05,5,16,82,95,119,medium,24.172,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg06,6,10,108,38,15,medium,26.3093,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg07,7,32,117,33,9,medium,28.3747,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg08,8,11,119,119,64,long,34.7968,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg09,9,23,54,120,44,long,37.7012,hard,False
terrain_smooth_obstacles_100,smooth_obstacles,100,terrain_smooth_obstacles_100_sg10,10,42,120,107,15,long,40.4082,hard,True
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg01,1,12,55,20,8,short,12.7789,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg02,2,14,65,38,115,short,15.4874,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg03,3,16,52,49,9,short,18.0043,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg04,4,43,121,117,78,medium,23.7174,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg05,5,20,8,121,12,medium,25.7497,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg06,6,10,78,76,10,medium,27.7105,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg07,7,16,38,110,15,medium,29.7888,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg08,8,10,78,107,10,long,35.5009,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg09,9,50,14,54,118,long,37.9475,hard,False
terrain_smooth_obstacles_101,smooth_obstacles,101,terrain_smooth_obstacles_101_sg10,10,6,117,89,20,long,40.2976,hard,True
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg01,1,106,111,112,67,short,11.6568,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg02,2,21,120,76,121,short,14.1404,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg03,3,79,8,112,48,short,16.5624,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg04,4,48,117,102,63,medium,22.5275,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg05,5,13,26,15,120,medium,24.6441,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg06,6,72,107,111,24,medium,26.6607,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg07,7,25,118,119,71,medium,28.6754,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg08,8,42,8,121,92,long,34.3179,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg09,9,33,108,121,28,long,36.9276,hard,False
terrain_smooth_obstacles_102,smooth_obstacles,102,terrain_smooth_obstacles_102_sg10,10,8,86,119,50,long,39.5392,hard,True
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg01,1,7,99,44,118,short,11.256,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg02,2,90,19,117,62,short,13.736,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg03,3,13,49,46,17,short,16.2562,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg04,4,106,30,113,116,medium,23.3015,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg05,5,7,61,71,6,medium,26.2183,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg06,6,7,57,85,18,medium,28.875,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg07,7,75,112,117,16,medium,31.3082,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg08,8,44,107,95,29,long,37.6296,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg09,9,53,100,96,13,long,40.0906,hard,False
terrain_smooth_obstacles_103,smooth_obstacles,103,terrain_smooth_obstacles_103_sg10,10,34,117,113,16,long,42.3607,hard,True
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg01,1,11,30,49,24,short,10.1465,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg02,2,20,63,39,22,short,12.2631,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg03,3,53,11,96,34,short,14.5241,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg04,4,23,99,24,19,medium,20.2167,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg05,5,16,98,39,19,medium,22.2044,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg06,6,33,115,116,105,medium,24.1177,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg07,7,21,60,103,12,medium,26.1287,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg08,8,25,59,74,39,long,33.0321,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg09,9,18,69,115,53,long,36.8674,hard,False
terrain_smooth_obstacles_104,smooth_obstacles,104,terrain_smooth_obstacles_104_sg10,10,8,57,121,115,long,40.2707,hard,True
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg01,1,88,108,121,83,short,11.1146,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg02,2,6,40,32,83,short,13.5955,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg03,3,95,27,103,85,short,16.1647,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg04,4,105,30,107,119,medium,22.6574,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg05,5,21,65,88,108,medium,25.0339,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg06,6,8,18,29,117,medium,27.3496,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg07,7,16,66,105,107,medium,29.6557,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg08,8,21,69,93,8,long,36.2801,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg09,9,23,64,121,66,long,39.0704,hard,False
terrain_smooth_obstacles_105,smooth_obstacles,105,terrain_smooth_obstacles_105_sg10,10,30,115,94,16,long,41.6041,hard,True
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg01,1,19,22,35,47,short,11.9124,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg02,2,96,121,117,73,short,14.3796,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg03,3,15,53,43,108,short,16.7514,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg04,4,20,98,97,120,medium,21.9027,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg05,5,37,33,113,43,medium,23.8021,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg06,6,9,83,68,13,medium,25.752,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg07,7,19,22,109,52,medium,27.7656,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg08,8,13,47,96,121,long,33.438,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg09,9,9,120,121,73,long,36.6125,hard,False
terrain_smooth_obstacles_106,smooth_obstacles,106,terrain_smooth_obstacles_106_sg10,10,52,28,91,119,long,39.8287,hard,True
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg01,1,97,77,97,120,short,10.8212,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg02,2,97,60,110,107,short,13.1524,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg03,3,93,60,97,120,short,15.5346,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg04,4,74,36,98,109,medium,21.9044,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg05,5,6,101,8,6,medium,24.1914,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg06,6,6,104,98,109,medium,26.2559,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg07,7,38,6,104,77,medium,28.3227,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg08,8,11,103,94,57,long,34.7027,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg09,9,14,110,118,50,long,37.5671,hard,False
terrain_smooth_obstacles_107,smooth_obstacles,107,terrain_smooth_obstacles_107_sg10,10,9,25,86,117,long,40.2888,hard,True
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg01,1,101,105,103,68,short,9.5717,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg02,2,13,56,20,15,short,11.332,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg03,3,100,15,110,63,short,13.1422,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg04,4,75,8,103,68,medium,18.2262,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg05,5,7,21,80,35,medium,20.4325,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg06,6,9,113,12,24,medium,22.8644,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg07,7,89,15,106,108,medium,25.2903,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg08,8,54,6,107,114,long,33.3213,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg09,9,11,38,104,93,long,38.4868,hard,False
terrain_smooth_obstacles_108,smooth_obstacles,108,terrain_smooth_obstacles_108_sg10,10,12,24,83,119,long,44.7622,hard,True
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg01,1,37,110,81,112,short,11.8955,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg02,2,37,110,87,106,short,14.4348,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg03,3,89,7,117,63,short,16.9314,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg04,4,9,68,60,12,medium,23.1769,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg05,5,11,38,35,120,medium,25.3128,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg06,6,26,85,111,87,medium,27.4618,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg07,7,10,8,33,108,medium,29.6399,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg08,8,63,12,99,117,long,35.948,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg09,9,35,99,76,9,long,38.5101,hard,False
terrain_smooth_obstacles_109,smooth_obstacles,109,terrain_smooth_obstacles_109_sg10,10,40,16,103,115,long,41.3061,hard,True
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg01,1,54,119,98,120,short,11.3548,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg02,2,71,12,118,30,short,13.6659,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg03,3,72,121,110,75,short,16.0804,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg04,4,29,121,113,108,medium,22.6683,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg05,5,17,25,103,31,medium,24.9299,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg06,6,10,7,26,107,medium,27.0604,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg07,7,13,92,113,108,medium,29.2777,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg08,8,19,28,110,75,long,35.6511,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg09,9,42,121,96,17,long,38.1427,hard,False
terrain_smooth_obstacles_110,smooth_obstacles,110,terrain_smooth_obstacles_110_sg10,10,8,67,108,67,long,40.6551,hard,True
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg01,1,25,61,34,101,short,11.3935,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg02,2,117,91,121,38,short,13.8119,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg03,3,42,109,102,116,short,16.2231,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg04,4,7,30,83,15,medium,22.3979,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg05,5,34,119,117,91,medium,24.6849,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg06,6,7,9,113,8,medium,26.8789,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg07,7,15,64,101,116,medium,29.0588,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg08,8,15,64,117,94,long,35.4414,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg09,9,45,12,113,109,long,38.0665,hard,False
terrain_smooth_obstacles_111,smooth_obstacles,111,terrain_smooth_obstacles_111_sg10,10,7,68,114,70,long,40.5431,hard,True
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg01,1,103,60,112,21,short,11.2885,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg02,2,87,109,103,60,short,13.9646,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg03,3,98,73,106,18,short,16.6413,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg04,4,22,51,84,30,medium,23.3954,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg05,5,31,40,110,27,medium,26.0489,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg06,6,15,27,119,28,medium,28.6278,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg07,7,83,108,87,16,medium,31.3128,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg08,8,20,40,89,118,long,38.2048,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg09,9,7,78,120,79,long,40.7552,hard,False
terrain_smooth_obstacles_112,smooth_obstacles,112,terrain_smooth_obstacles_112_sg10,10,15,22,97,87,long,43.2746,hard,True
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg01,1,52,113,88,99,short,10.709,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg02,2,8,44,12,92,short,12.8394,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg03,3,59,114,97,72,short,15.1556,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg04,4,104,113,120,36,medium,20.9464,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg05,5,23,12,95,40,medium,23.2124,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg06,6,64,6,115,83,medium,25.3637,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg07,7,34,116,120,61,medium,27.4649,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg08,8,7,92,114,73,long,33.3722,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg09,9,51,120,68,9,long,36.394,hard,False
terrain_smooth_obstacles_113,smooth_obstacles,113,terrain_smooth_obstacles_113_sg10,10,10,8,110,86,long,39.3092,hard,True
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg01,1,76,105,115,111,short,10.912,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg02,2,28,117,77,105,short,13.6623,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg03,3,49,12,96,42,short,16.452,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg04,4,9,18,88,27,medium,22.1112,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg05,5,15,46,92,23,medium,24.0811,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg06,6,91,117,93,23,medium,26.0143,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg07,7,21,38,119,19,medium,27.9434,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg08,8,9,46,118,53,long,35.0343,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg09,9,28,117,97,22,long,38.2575,hard,False
terrain_smooth_obstacles_114,smooth_obstacles,114,terrain_smooth_obstacles_114_sg10,10,28,117,83,16,long,41.1721,hard,True
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg01,1,12,37,45,20,short,11.2551,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg02,2,115,66,120,118,short,13.5857,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg03,3,51,118,103,91,short,15.978,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg04,4,25,113,107,120,medium,21.4769,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg05,5,53,113,108,51,medium,23.5571,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg06,6,13,107,103,91,medium,25.7203,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg07,7,24,17,106,51,medium,28.0151,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg08,8,9,58,98,96,long,34.3172,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg09,9,24,10,94,85,long,37.0053,hard,False
terrain_smooth_obstacles_115,smooth_obstacles,115,terrain_smooth_obstacles_115_sg10,10,12,81,98,32,long,39.8894,hard,True
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg01,1,9,15,54,10,short,11.8598,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg02,2,7,25,57,9,short,14.2585,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg03,3,7,72,26,16,short,16.8423,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg04,4,17,44,84,10,medium,23.4981,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg05,5,19,99,54,17,medium,26.1412,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg06,6,90,121,105,22,medium,28.5965,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg07,7,17,110,57,9,medium,31.1982,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg08,8,27,119,92,9,long,40.7708,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg09,9,11,69,121,82,long,45.8373,hard,False
terrain_smooth_obstacles_116,smooth_obstacles,116,terrain_smooth_obstacles_116_sg10,10,21,51,90,121,long,52.6168,hard,True
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg01,1,115,110,120,69,short,10.9023,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg02,2,24,53,24,106,short,13.4843,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg03,3,24,50,52,10,short,15.8856,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg04,4,20,21,27,103,medium,21.3599,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg05,5,20,42,61,112,medium,23.5714,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg06,6,10,86,99,119,medium,25.9724,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg07,7,47,113,116,49,medium,28.5935,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg08,8,16,41,103,99,long,35.5081,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg09,9,25,13,91,106,long,38.1092,hard,False
terrain_smooth_obstacles_117,smooth_obstacles,117,terrain_smooth_obstacles_117_sg10,10,20,21,104,94,long,40.8294,hard,True
terrain_smooth_obstacles_118,smooth_obstacles,118,terrain_smooth_obstacles_118_sg01,1,35,119,80,120,short,11.5259,hard,False
terrain_smooth_obstacles_118,smooth_obstacles,118,terrain_smooth_obstacles_118_sg02,2,118,8,118,65,short,14.5269,hard,False
terrain_smooth_obstacles_118,smooth_obstacles,118,terrain_smooth_obstacles_118_sg03,3,11,90,68,117,short,17.3677,hard,False
terrain_smooth_obstacles_118,smooth_obstacles,118,terrain_smooth_obstacles_118_sg04,4,96,111,108,26,medium,22.9717,hard,False
